,strategy
2020-07-23,990374.9139624326
2020-07-24,1002642.2383468333
2020-07-27,993174.2371340619
2020-07-28,993824.1012862964
2020-07-29,994695.812096383
2020-07-30,997015.8111830616
2020-07-31,994629.8938915709
2020-08-03,998759.5973159223
2020-08-04,1003590.1596010296
2020-08-05,1007609.0743782397
2020-08-06,1007726.8748816693
2020-08-07,1004950.8458639665
2020-08-10,997797.2866982705
2020-08-11,998384.3770543102
2020-08-12,987627.3743021035
2020-08-13,996085.9742563383
2020-08-14,990379.3693677047
2020-08-17,1000480.9803863504
2020-08-18,1002681.2092731778
2020-08-19,1002969.3101351139
2020-08-20,996738.1824860192
2020-08-21,992241.860087422
2020-08-24,989265.1345071597
2020-08-25,989265.1345071597
2020-08-26,989265.1345071597
2020-08-27,989265.1345071597
2020-08-28,989265.1345071597
2020-08-31,986978.1173475377
2020-09-01,982131.2210575604
2020-09-02,976132.1470992492
2020-09-03,974810.7591945513
2020-09-04,968741.5090308179
2020-09-07,969287.5124391435
2020-09-08,968839.4320679527
2020-09-09,968622.3680502924
2020-09-10,967286.6635478231
2020-09-11,964560.1193480431
2020-09-14,963836.699258532
2020-09-15,963836.699258532
2020-09-16,963836.699258532
2020-09-17,963836.699258532
2020-09-18,963836.699258532
2020-09-21,966366.3065005937
2020-09-22,961963.9316149069
2020-09-23,957411.4255242174
2020-09-24,951050.8602906142
2020-09-25,946220.9279757739
2020-09-28,944801.5965838103
2020-09-29,944801.5965838103
2020-09-30,944801.5965838103
2020-10-09,947071.2078787821
2020-10-12,948671.2387851606
2020-10-13,952508.4914512153
2020-10-14,954824.5939110895
2020-10-15,952046.9601998556
2020-10-16,951196.9386075846
2020-10-19,950788.8791071079
2020-10-20,947276.7877924122
2020-10-21,947940.2658756834
2020-10-22,945474.1047825598
2020-10-23,946664.964079698
2020-10-26,944310.6932215742
2020-10-27,941251.439809834
2020-10-28,939310.2105243702
2020-10-29,938697.0617457603
2020-10-30,940414.1840484912
2020-11-02,939708.8734104548
2020-11-03,939708.8734104548
2020-11-04,939708.8734104548
2020-11-05,939708.8734104548
2020-11-06,939708.8734104548
2020-11-09,944186.3739548824
2020-11-10,993554.4125325289
2020-11-11,979018.6078066835
2020-11-12,982671.9787114946
2020-11-13,969915.5260758348
2020-11-16,970649.059231278
2020-11-17,976736.6623911187
2020-11-18,976727.8111573942
2020-11-19,970419.0048635966
2020-11-20,963482.8464606351
2020-11-23,977589.4403004149
2020-11-24,1001588.6782169837
2020-11-25,1056848.65471353
2020-11-26,1030757.6943926035
2020-11-27,1014440.9588728208
2020-11-30,1022886.6209130858
2020-12-01,997819.8857458548
2020-12-02,1000302.8421058878
2020-12-03,1018444.8991717888
2020-12-04,1017564.8425302204
2020-12-07,1008944.5113439232
2020-12-08,998966.6217677264
